Plant Id,"Combined Heat And
Power Plant",Nuclear Unit Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,Reserved,NAICS Code,EIA Sector Number,Sector Name,"Reported
Prime Mover","Reported
Fuel Type Code","AER
Fuel Type Code","Balancing
Authority Code","Respondent
Frequency","Physical
Unit Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December","Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,VA,SAT,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,141692,.,.,.,.,.,.,.,.,.,.,.,141692,.,.,.,.,.,.,.,.,.,.,.,16021.203,.,.,.,.,0,0,141692,141692,16021.203,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TX,WSC,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,283757,.,.,.,.,.,.,.,.,.,.,.,283757,.,.,.,.,.,.,.,.,.,.,.,32084.746,.,.,.,.,.,0,0,283757,283757,32084.746,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,OH,ENC,,,99999,4,Commercial NAICS Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2246,3210,3711,4166,4033,3941,3778,3473,2820,2328,1731,1992,2246,3210,3711,4166,4033,3941,3778,3473,2820,2328,1731,225.254,253.961,362.933,419.598,471.069,456.056,445.622,427.233,392.694,318.905,263.195,195.777,0,0,37429,37429,4232.297,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NY,MAT,,,99999,2,NAICS-22 Non-Cogen,PV,SUN,SUN,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44223,49862,71257,82382,92486,93370,91236,87468,80397,65288,53887,43544,44223,49862,71257,82382,92486,93370,91236,87468,80397,65288,53887,43544,5000.63,5637.935,8057.115,9315.065,10457.721,10557.705,10316.141,9890.426,9090.87,7382.639,6092.979,4923.803,0,0,855400,855400,96723.029,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MO,WNC,,,99999,1,Electric Utility,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MI,ENC,,,99999,2,NAICS-22 Non-Cogen,IC,LFG,MLG,State-Fuel Level Increment,,mcf,98059,88926,100923,91248,99382,95130,93227,93694,90765,84895,81495,94674,98059,88926,100923,91248,99382,95130,93227,93694,90765,84895,81495,94674,0.476,0.47,0.465,0.48,0.46,0.475,0.494,0.484,0.491,0.516,0.517,0.488,46676,41795,46929,43799,45716,45187,46054,45348,44566,43806,42133,46201,46676,41795,46929,43799,45716,45187,46054,45348,44566,43806,42133,46201,3844.095,3430.326,3840.843,3589.932,3752.207,3657.031,3684.176,3611.307,3525.082,3553.62,3403.404,3788.821,1112418,1112418,538210,538210,43680.844,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,ME,NEW,,,99999,4,Commercial NAICS Non-Cogen,ST,DFO,DFO,State-Fuel Level Increment,,barrels,1083,.,.,.,.,.,.,.,.,.,.,.,1083,.,.,.,.,.,.,.,.,.,.,.,5.85,.,.,.,.,.,.,.,.,.,.,.,6336,.,.,.,.,.,.,.,.,.,.,.,6336,.,.,.,.,.,.,.,.,.,.,.,348.62,.,.,.,.,.,.,.,.,.,.,.,1083,1083,6336,6336,348.62,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TX,WSC,,,99999,1,Electric Utility,ST,OBS,ORW,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,PA,MAT,,,99999,2,NAICS-22 Non-Cogen,ST,PC,PC,State-Fuel Level Increment,,short tons,.,0,.,.,.,.,0,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,IN,ENC,,,99999,6,Industrial NAICS Non-Cogen,ST,PUR,OTH,State-Fuel Level Increment,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,RFO,RFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,RI,NEW,,,99999,5,Commercial NAICS Cogen,ST,RFO,RFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,1296,482,.,1040,.,.,.,.,.,.,.,.,128,43,.,96,.,.,.,.,.,.,.,.,6.175,6.138,.,6.11,.,.,.,.,.,.,.,.,8003,2959,.,6354,.,.,.,.,.,.,.,.,789,265,.,588,.,.,.,.,.,.,.,.,145.884,48.914,.,108.617,2818,267,17316,1642,303.415,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MI,ENC,,,99999,7,Industrial NAICS Cogen,ST,RFO,RFO,State-Fuel Level Increment,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,AZ,MTN,,,99999,1,Electric Utility,ST,RFO,RFO,State-Fuel Level Increment,,barrels,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MN,WNC,,,99999,7,Industrial NAICS Cogen,ST,SUB,COL,State-Fuel Level Increment,,short tons,7139,6077,6418,5490,6145,5492,6629,6033,6117,6186,7074,6019,756,685,715,548,663,709,770,810,738,724,735,663,17.599,17.435,17.371,17.35,17.548,17.52,17.246,17.253,17.397,17.416,17.499,18.014,125639,105952,111487,95252,107832,96220,114324,104087,106417,107735,123788,108426,13305,11944,12423,9507,11626,12415,13284,13975,12835,12601,12858,11945,2269.42,2037.308,2118.992,1621.636,1983.093,2117.668,2265.911,2383.811,2189.387,2149.475,2193.186,2037.594,74819,8516,1307159,148718,25367.481,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,AZ,MTN,,,99999,1,Electric Utility,ST,SUB,COL,State-Fuel Level Increment,,short tons,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,TDF,OTH,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CO,MTN,,,99999,1,Electric Utility,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,PA,MAT,,,99999,2,NAICS-22 Non-Cogen,ST,TDF,OTH,State-Fuel Level Increment,,short tons,.,10,.,.,.,.,676,.,.,.,.,.,.,10,.,.,.,.,676,.,.,.,.,.,.,29.858,.,.,.,.,30.364,.,.,.,.,.,.,299,.,.,.,.,20526,.,.,.,.,.,.,299,.,.,.,.,20526,.,.,.,.,.,.,641.396,.,.,.,.,1448.924,.,.,.,.,.,686,686,20825,20825,2090.32,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,PA,MAT,,,99999,2,NAICS-22 Non-Cogen,ST,WC,WOC,State-Fuel Level Increment,,short tons,.,25396,.,.,.,.,21953,.,.,.,.,.,.,25396,.,.,.,.,21953,.,.,.,.,.,.,11.016,.,.,.,.,11.377,.,.,.,.,.,.,279762,.,.,.,.,249759,.,.,.,.,.,.,279762,.,.,.,.,249759,.,.,.,.,.,.,26734.43,.,.,.,.,22626.434,.,.,.,.,.,47349,47349,529521,529521,49360.864,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,PA,MAT,,,99999,2,NAICS-22 Non-Cogen,ST,WDS,WWW,State-Fuel Level Increment,,short tons,.,42,.,.,.,.,17,.,.,.,.,.,.,42,.,.,.,.,17,.,.,.,.,.,.,9.45,.,.,.,.,9.45,.,.,.,.,.,.,397,.,.,.,.,161,.,.,.,.,.,.,397,.,.,.,.,161,.,.,.,.,.,.,90.82,.,.,.,.,132.26,.,.,.,.,.,59,59,558,558,223.08,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,WDS,WWW,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,LA,WSC,,,99999,7,Industrial NAICS Cogen,ST,WDS,WWW,State-Fuel Level Increment,,short tons,49791,42555,48498,47838,46213,45750,50306,49329,45098,45231,46122,45895,8193,6521,7902,7326,7222,7328,7818,7853,7209,6902,7008,7022,9.083,9.337,9.164,9.123,9.556,9.333,8.988,9.226,9.577,9.346,9.28,9.812,452252,397336,444436,436426,441611,426985,452150,455109,431904,422729,428012,450322,74420,60884,72413,66838,69009,68388,70271,72450,69044,64509,65035,68901,15918.559,13023.018,15489.106,14296.64,14761.057,14628.147,15031.079,15497.15,14768.449,13798.473,13910.993,14737.885,562626,88304,5239272,822162,175860.56,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,ID,MTN,,,99999,3,NAICS-22 Cogen,ST,WDS,WWW,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,.,.,2708,.,.,.,.,.,.,.,.,.,.,.,636,.,.,.,.,.,.,.,.,.,.,.,16.154,.,.,.,.,.,.,.,.,.,.,.,43745,.,.,.,.,.,.,.,.,.,.,.,10268,.,.,.,.,.,.,.,.,.,.,.,2072.592,.,.,2708,636,43745,10268,2072.592,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TX,WSC,,,99999,1,Electric Utility,ST,WDS,WWW,State-Fuel Level Increment,,short tons,.,.,.,.,.,.,.,.,.,18652,.,.,.,.,.,.,.,.,.,.,.,18652,.,.,.,.,.,.,.,.,.,.,.,9.176,.,.,.,.,.,.,.,.,.,.,.,171151,.,.,.,.,.,.,.,.,.,.,.,171151,.,.,.,.,.,.,.,.,.,.,.,11918.13,.,.,18652,18652,171151,171151,11918.13,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MI,ENC,,,99999,2,NAICS-22 Non-Cogen,ST,WDS,WWW,State-Fuel Level Increment,,short tons,12775,11580,11743,9846,10781,11206,12198,11352,9166,10366,11054,10284,12775,11580,11743,9846,10781,11206,12198,11352,9166,10366,11054,10284,9.41,9.821,9.73,9.524,9.59,9.818,9.76,9.721,9.779,9.545,9.586,10.488,120213,113727,114259,93773,103390,110021,119052,110353,89634,98943,105964,107859,120213,113727,114259,93773,103390,110021,119052,110353,89634,98943,105964,107859,10921.306,10163.165,10243.422,8488.519,9700.037,10314.556,10267.893,9461.212,8124.174,8934.468,9424.659,9741.947,132351,132351,1287188,1287188,115785.36,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,ME,NEW,,,99999,4,Commercial NAICS Non-Cogen,ST,WDS,WWW,State-Fuel Level Increment,,short tons,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,WO,WOO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,1719,.,.,.,.,.,.,.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,4.825,.,.,.,.,.,.,.,.,.,.,.,8294,.,.,.,.,.,.,.,.,.,.,.,1973,.,.,.,.,.,.,.,.,.,.,.,361.011,.,.,.,.,1719,409,8294,1973,361.011,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,PA,MAT,,,99999,2,NAICS-22 Non-Cogen,ST,WO,WOO,State-Fuel Level Increment,,barrels,.,265,.,.,.,.,102,.,.,.,.,.,.,265,.,.,.,.,102,.,.,.,.,.,.,4.55,.,.,.,.,4.768,.,.,.,.,.,.,1206,.,.,.,.,486,.,.,.,.,.,.,1206,.,.,.,.,486,.,.,.,.,.,.,107.688,.,.,.,.,44.234,.,.,.,.,.,367,367,1692,1692,151.922,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MI,ENC,,,99999,2,NAICS-22 Non-Cogen,ST,TDF,OTH,State-Fuel Level Increment,,short tons,775,690,807,756,747,844,895,879,801,785,747,849,775,690,807,756,747,844,895,879,801,785,747,849,28.21,28.459,27.756,28.616,28.621,26.728,26.42,27.258,28.171,28.241,28.547,28.641,21863,19637,22399,21634,21380,22558,23646,23960,22565,22169,21325,24316,21863,19637,22399,21634,21380,22558,23646,23960,22565,22169,21325,24316,2101.548,1880.511,2097.205,2065.209,1941.078,2023.521,2002.991,2137.691,2033.123,2106.462,1989.922,1909.945,9575,9575,267452,267452,24289.206,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,IN,ENC,,,99999,6,Industrial NAICS Non-Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MI,ENC,,,99999,2,NAICS-22 Non-Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,702,480,462,589,568,763,629,808,774,455,517,832,702,480,462,589,568,763,629,808,774,455,517,832,1.052,1.051,1.053,1.052,1.055,1.054,1.054,1.055,1.058,1.052,1.051,1.044,739,504,486,620,599,804,663,852,819,479,543,869,739,504,486,620,599,804,663,852,819,479,543,869,71.638,45.33,41.396,59.598,56.879,73.937,59.981,72.042,72.557,41.216,49.18,81.819,7579,7579,7977,7977,725.573,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,MS,ESC,,,99999,1,Electric Utility,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,LA,WSC,,,99999,1,Electric Utility,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,IA,WNC,,,99999,2,NAICS-22 Non-Cogen,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,CO,MTN,,,99999,1,Electric Utility,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,AZ,MTN,,,99999,1,Electric Utility,ST,DFO,DFO,State-Fuel Level Increment,,barrels,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,AZ,MTN,,,99999,1,Electric Utility,ST,LFG,MLG,State-Fuel Level Increment,,mcf,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,ME,NEW,,,99999,4,Commercial NAICS Non-Cogen,ST,MSB,MLG,State-Fuel Level Increment,,short tons,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,3222.361,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,3222.361,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,ME,NEW,,,99999,4,Commercial NAICS Non-Cogen,ST,MSN,OTH,State-Fuel Level Increment,,short tons,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,3633.026,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,3633.026,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,LA,WSC,,,99999,1,Electric Utility,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,.,.,.,3410041,.,.,.,.,.,.,.,.,.,.,.,3410041,.,.,.,.,.,.,.,.,.,.,.,1.031,.,.,.,.,.,.,.,.,.,.,.,3515752,.,.,.,.,.,.,.,.,.,.,.,3515752,.,.,.,.,.,.,.,.,.,.,.,350760.71,3410041,3410041,3515752,3515752,350760.71,2021
99999,N,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TX,WSC,,,99999,2,NAICS-22 Non-Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,NY,MAT,,,99999,5,Commercial NAICS Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,UT,MTN,,,99999,5,Commercial NAICS Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,WI,ENC,,,99999,1,Electric Utility,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,589775,.,.,.,.,.,.,.,.,.,.,.,291254,.,.,.,.,.,.,.,.,.,.,.,1.035,.,.,.,.,.,.,.,.,.,.,.,610417,.,.,.,.,.,.,.,.,.,.,.,301448,.,.,.,.,.,.,.,.,.,.,.,33936.75,.,.,.,.,.,.,.,.,.,589775,291254,610417,301448,33936.75,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,TX,WSC,,,99999,5,Commercial NAICS Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0.0,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,SC,SAT,,,99999,7,Industrial NAICS Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,281656,.,.,.,.,.,.,.,.,.,.,.,60723,.,.,.,.,.,.,.,.,.,.,.,1.03,.,.,.,.,.,.,.,.,.,.,.,290106,.,.,.,.,.,.,.,.,.,.,.,62545,.,.,.,.,.,.,.,.,.,.,.,11442.099,.,.,.,.,281656,60723,290106,62545,11442.099,2021
99999,Y,.,State-Fuel Level Increment,State-Fuel Level Increment,99999,RI,NEW,,,99999,5,Commercial NAICS Cogen,ST,NG,NG,State-Fuel Level Increment,,mcf,.,.,.,.,.,.,.,.,77782,77095,.,87398,.,.,.,.,.,.,.,.,8657,10024,.,8916,.,.,.,.,.,.,.,.,1.028,1.028,.,1.03,.,.,.,.,.,.,.,.,79960,79254,.,90020,.,.,.,.,.,.,.,.,8899,10305,.,9183,.,.,.,.,.,.,.,.,1644.407,1904.192,.,1696.838,242275,27597,249234,28387,5245.437,2021
